Easting,Northing,Up
-167.89339400837187,-251.2714337738334,-231.9420773280592
-168.07226994584812,-251.97660885393995,-231.94210994111987
-168.24833418035547,-252.68248938056388,-231.9421425913261
-168.42156488574076,-253.3890723691454,-231.94217527740096
-168.5919402367369,-254.09635483741596,-231.94220800044943
-168.7594384097738,-254.80433380344834,-231.94224075642938
-168.92403757937691,-255.51300628508744,-231.94227354941813
-169.08571591703642,-256.22236929839363,-231.94230637495937
-169.244451604103,-256.93241986232914,-231.94233923406262
-169.40022280603344,-257.64315499287693,-231.94237212550104
-169.55300770981594,-258.3545717093046,-231.94240504752904
-169.70278448396152,-259.06666702938065,-231.94243800198305
-169.84953136155224,-259.7794378513548,-231.94247098451973
-169.99322925777506,-260.4928760089409,-231.9425039993348
-170.13386275769227,-261.2069663702682,-231.94253704044047
-170.2714167042708,-261.92169329894716,-231.94257010962795
-170.40587595273286,-262.6370411601239,-231.94260320583797
-170.5372253459703,-263.35299432101925,-231.94263632677922
-170.6654497360378,-264.06953714374134,-231.942669471579
-170.7905339687872,-264.786653997167,-231.9427026396215
-170.91246289962922,-265.5043292440845,-231.94273583068014
-171.03122136987184,-266.22254725075635,-231.94276904297323
-171.1467942313813,-266.94129238202265,-231.9428022750729
-171.25916633306377,-267.66054900293705,-231.94283552526346
-171.36832252578603,-268.3803014762912,-231.94286879409515
-171.474247653722,-269.1005341709955,-231.94290208090683
-171.5769265656836,-269.8212314508521,-231.94293538176234
-171.6763441175717,-270.54237767967317,-231.9429686981811
-171.77248514980815,-271.2639572247949,-231.94300202849752
-171.8653345180112,-271.98595445076194,-231.94303537090033
-171.95487706377148,-272.7083537219826,-231.94306872610588
-172.04109764182107,-273.4311394018317,-231.94310209075363
-172.12398109919974,-274.15429586111964,-231.94313546474777
-172.2035122823246,-274.87780745791054,-231.943168847195
-172.27967604268508,-275.60165856213393,-231.9432022352797
-172.3524572274902,-276.3258335381284,-231.94323563215588
-172.42184068832356,-277.0503167510925,-231.94326903278744
-172.4878112729977,-277.7750925642759,-231.94330243632672
-172.55035382557315,-278.5001453442146,-231.94333584452957
-172.6094597735446,-279.2254596152524,-231.9433692543769
-172.66519902015068,-279.95102180934595,-231.9434026649166
-172.71769313179993,-280.676819604545,-231.94343608560644
-172.76706458050177,-281.40284071123443,-231.9434695120323
-172.81343583455038,-282.1290728297516,-231.94350295019012
-172.8569293698764,-282.8555036685746,-231.94353640214038
-172.89766765153138,-283.5821209327261,-231.94356987303627
-172.9357731551442,-284.30891232393765,-231.9436033615268
-172.9713683530819,-285.03586555236404,-231.94363687366382
-173.00457571216828,-285.76296831788903,-231.94367041214812
-173.03551770695765,-286.49020832866717,-231.94370397713243
-173.06431680408542,-287.2175732903053,-231.94373757298285
