x,y
180.93551670540884,-606.8684311642106
180.68708563625484,-607.8336605481985
180.4382026293956,-608.7987792516062
180.18887296578578,-609.763788564269
179.93910192638012,-610.7286897760216
179.6888947921333,-611.6934841766991
179.43825684400008,-612.6581730561363
179.18719336293515,-613.6227577041683
178.9357096298932,-614.5872394106298
178.68381092582902,-615.5516194653558
178.43150253169722,-616.5158991581814
178.17878972845253,-617.4800797789412
177.92567779704973,-618.4441626174703
177.67217201844343,-619.4081489636038
177.41827767358842,-620.3720401071765
177.16400004343942,-621.3358373380233
176.90934440895106,-622.2995419459792
176.6543160510781,-623.2631552208788
176.39892025077523,-624.2266784525576
176.14316228899725,-625.1901129308501
175.88704744669872,-626.1534599455914
175.63058100483448,-627.1167207866164
175.37376824435918,-628.07989674376
175.11661444622752,-629.0429891068571
174.85912489139423,-630.0059991657428
174.60130486081408,-630.9689282102519
174.34315963544165,-631.9317775302193
174.08469449623178,-632.8945484154799
173.8259147241391,-633.8572421558688
173.56682560011834,-634.8198600412207
173.30743240512425,-635.7824033613707
173.04774042011147,-636.7448734061537
172.78775492603478,-637.7072714654048
172.52748120384885,-638.6695988289587
172.2669245345084,-639.6318567866502
172.0060901989681,-640.5940466283145
171.74498347818275,-641.5561696437865
171.483609653107,-642.5182271229008
171.2219740046956,-643.4802203554929
170.9600818139032,-644.4421506313972
170.69793836168458,-645.4040192404491
170.4355489289944,-646.3658274724831
170.17291879678737,-647.3275766173344
169.91005324601824,-648.2892679648379
169.64695755764168,-649.2509028048283
169.3836370126124,-650.2124824271409
169.1200968918852,-651.1740081216103
168.85634247641468,-652.1354811780717
168.5923790471556,-653.0969028863598
168.32821188506264,-654.0582745363096
168.06384627109057,-655.019597417756
167.79928748619406,-655.980872820534
167.5345408113278,-656.9421020344788
167.26961152744653,-657.9032863494247
167.00450491550495,-658.8644270552071
166.7392262564578,-659.8255254416608
166.47378083125977,-660.7865827986208
166.2081739208656,-661.7476004159219
165.9424108062299,-662.708579583399
165.67649676830752,-663.6695215908873
165.41043708805304,-664.6304277282214
165.14423704642127,-665.5912992852365
164.87790192436688,-666.5521375517673
